Cam,Vid,Frame,Ant,contact,nocontact,inspectingGrooming,antennating,carrying,incidental,guarding
3,7,1,2_1,,1,,,,,
3,7,1,2_2,,1,,,,,
3,7,1,2_3,,1,,,,,
3,7,1,2_4,,1,,,,,
3,7,1,2_5,,1,,,,,
3,7,1,2_6,,1,,,,,
3,7,1,2_7,,1,,,,,
3,7,1,2_8,,1,,,,,
3,7,1,2_9,,1,,,,,
3,7,1,2_10,,1,,,,,
3,7,1,2_11,,1,,,,,
3,7,1,2_12,1,,1,,,,
3,7,1,2_13,,1,,,,,
3,7,1,2_14,,1,,,,,
3,7,1,2_15,,1,,,,,
3,7,1,2_16,,1,,,,,
3,7,1,2_17,,1,,,,,
3,7,1,2_18,,1,,,,,
3,7,1,2_19,,1,,,,,
3,7,1,2_20,,1,,,,,
3,7,1,2_21,,1,,,,,
3,7,1,2_22,,1,,,,,
3,7,1,2_23,,1,,,,,
3,7,1,2_24,,1,,,,,
3,7,2,2_1,,1,,,,,
3,7,2,2_2,,1,,,,,
3,7,2,2_3,,1,,,,,
3,7,2,2_4,,1,,,,,
3,7,2,2_5,,1,,,,,
3,7,2,2_6,,1,,,,,
3,7,2,2_7,,1,,,,,
3,7,2,2_8,,1,,,,,
3,7,2,2_9,,1,,,,,
3,7,2,2_10,,1,,,,,
3,7,2,2_11,,1,,,,,
3,7,2,2_12,,1,,,,,
3,7,2,2_13,,1,,,,,
3,7,2,2_14,1,,,,,1,
3,7,2,2_15,,1,,,,,
3,7,2,2_16,,1,,,,,
3,7,2,2_17,1,,,,,,1
3,7,2,2_18,,1,,,,,
3,7,2,2_19,,1,,,,,
3,7,2,2_20,,1,,,,,
3,7,2,2_21,,1,,,,,
3,7,2,2_22,,1,,,,,
3,7,2,2_23,,1,,,,,
3,7,2,2_24,,1,,,,,
3,7,3,2_1,,1,,,,,
3,7,3,2_2,,1,,,,,
3,7,3,2_3,,1,,,,,
3,7,3,2_4,,1,,,,,
3,7,3,2_5,,1,,,,,
3,7,3,2_6,,1,,,,,
3,7,3,2_7,,1,,,,,
3,7,3,2_8,,1,,,,,
3,7,3,2_9,,1,,,,,
3,7,3,2_10,,1,,,,,
3,7,3,2_11,,1,,,,,
3,7,3,2_12,1,,1,,,,
3,7,3,2_13,,1,,,,,
3,7,3,2_14,,1,,,,,
3,7,3,2_15,,1,,,,,
3,7,3,2_16,,1,,,,,
3,7,3,2_17,,1,,,,,
3,7,3,2_18,,1,,,,,
3,7,3,2_19,,1,,,,,
3,7,3,2_20,,1,,,,,
3,7,3,2_21,,1,,,,,
3,7,3,2_22,,1,,,,,
3,7,3,2_23,,1,,,,,
3,7,3,2_24,,1,,,,,
3,8,1,2_1,,1,,,,,
3,8,1,2_2,,1,,,,,
3,8,1,2_3,,1,,,,,
3,8,1,2_4,,1,,,,,
3,8,1,2_5,,1,,,,,
3,8,1,2_6,,1,,,,,
3,8,1,2_7,,1,,,,,
3,8,1,2_8,1,,1,,,,
3,8,1,2_9, ,1,,,,,
3,8,1,2_10,,1,,,,,
3,8,1,2_11,,1,,,,,
3,8,1,2_12,,1,,,,,
3,8,1,2_13,,1,,,,,
3,8,1,2_14,,1,,,,,
3,8,1,2_15,,1,,,,,
3,8,1,2_16,,1,,,,,
3,8,1,2_17,1,,,,,1,
3,8,1,2_18,,1,,,,,
3,8,1,2_19,,1,,,,,
3,8,1,2_20,1,,,,,1,
3,8,1,2_21,,1,,,,,
3,8,1,2_22,,1,,,,,
3,8,1,2_23,1,,,,,1,
3,8,1,2_24,,1,,,,,
3,8,2,2_1,,1,,,,,
3,8,2,2_2,,1,,,,,
3,8,2,2_3,,1,,,,,
3,8,2,2_4,,1,,,,,
3,8,2,2_5,,1,,,,,
3,8,2,2_6,,1,,,,,
3,8,2,2_7,,1,,,,,
3,8,2,2_8,,1,,,,,
3,8,2,2_9,,1,,,,,
3,8,2,2_10,,1,,,,,
3,8,2,2_11,,1,,,,,
3,8,2,2_12,,1,,,,,
3,8,2,2_13,,1,,,,,
3,8,2,2_14,,1,,,,,
3,8,2,2_15,1,,,,,1,
3,8,2,2_16,,1,,,,,
3,8,2,2_17,,1,,,,,
3,8,2,2_18,,1,,,,,
3,8,2,2_19,,1,,,,,
3,8,2,2_20,1,,,,,1,
3,8,2,2_21,,1,,,,,
3,8,2,2_22,,1,,,,,
3,8,2,2_23,,1,,,,,
3,8,2,2_24,,1,,,,,
3,8,3,2_1,,1,,,,,
3,8,3,2_2,,1,,,,,
3,8,3,2_3,,1,,,,,
3,8,3,2_4,,1,,,,,
3,8,3,2_5,,1,,,,,
3,8,3,2_6,,1,,,,,
3,8,3,2_7,,1,,,,,
3,8,3,2_8,,1,,,,,
3,8,3,2_9,,1,,,,,
3,8,3,2_10,,1,,,,,
3,8,3,2_11,,1,,,,,
3,8,3,2_12,,1,,,,,
3,8,3,2_13,,1,,,,,
3,8,3,2_14,,1,,,,,
3,8,3,2_15,,1,,,,,
3,8,3,2_16,,1,,,,,
3,8,3,2_17,,1,,,,,
3,8,3,2_18,,1,,,,,
3,8,3,2_19,,1,,,,,
3,8,3,2_20,1,,,,,1,
3,8,3,2_21,,1,,,,,
3,8,3,2_22,,1,,,,,
3,8,3,2_23,,1,,,,,
3,8,3,2_24,,1,,,,,
3,9,1,2_1, ,1,,,,,
3,9,1,2_2,,1,,,,,
3,9,1,2_3,,1,,,,,
3,9,1,2_4,,1,,,,,
3,9,1,2_5,,1,,,,,
3,9,1,2_6,,1,,,,,
3,9,1,2_7,,1,,,,,
3,9,1,2_8,,1,,,,,
3,9,1,2_9,,1,,,,,
3,9,1,2_10,,1,,,,,
3,9,1,2_11,,1,,,,,
3,9,1,2_12,,1,,,,,
3,9,1,2_13,,1,,,,,
3,9,1,2_14,,1,,,,,
3,9,1,2_15,,1,,,,,
3,9,1,2_16,,1,,,,,
3,9,1,2_17,1,,1,,,,
3,9,1,2_18,,1,,,,,
3,9,1,2_19,,1,,,,,
3,9,1,2_20,1,,1,,,,
3,9,1,2_21,,1,,,,,
3,9,1,2_22,1,,1,,,,
3,9,1,2_23,,1,,,,,
3,9,1,2_24,,1,,,,,
3,9,2,2_1,,1,,,,,
3,9,2,2_2,,1,,,,,
3,9,2,2_3,,1,,,,,
3,9,2,2_4,,1,,,,,
3,9,2,2_5,,1,,,,,
3,9,2,2_6,,1,,,,,
3,9,2,2_7,,1,,,,,
3,9,2,2_8,,1,,,,,
3,9,2,2_9,,1,,,,,
3,9,2,2_10,1,,,1,,,
3,9,2,2_11,,1,,,,,
3,9,2,2_12,,1,,,,,
3,9,2,2_13,,1,,,,,
3,9,2,2_14,,1,,,,,
3,9,2,2_15,,1,,,,,
3,9,2,2_16,,1,,,,,
3,9,2,2_17,1,,,,,1,
3,9,2,2_18,,1,,,,,
3,9,2,2_19,,1,,,,,
3,9,2,2_20,1,,,,,1,
3,9,2,2_21,,1,,,,,
3,9,2,2_22,,1,,,,,
3,9,2,2_23,1,,,,,1,
3,9,2,2_24,,1,,,,,
3,9,3,2_1,,1,,,,,
3,9,3,2_2,,1,,,,,
3,9,3,2_3,,1,,,,,
3,9,3,2_4,,1,,,,,
3,9,3,2_5,,1,,,,,
3,9,3,2_6,,1,,,,,
3,9,3,2_7,1,,,1,,,
3,9,3,2_8,,1,, ,,,
3,9,3,2_9,,1,,,,,
3,9,3,2_10,,1,,,,,
3,9,3,2_11,,1,,,,,
3,9,3,2_12,,1,,,,,
3,9,3,2_13,1,,,1,,,
3,9,3,2_14,,1,,,,,
3,9,3,2_15,,1,,,,,
3,9,3,2_16,1,,1,,,,
3,9,3,2_17,,1,,,,,
3,9,3,2_18,,1,,,,,
3,9,3,2_19,,1,,,,,
3,9,3,2_20,,1,,,,,
3,9,3,2_21,,1,,,,,
3,9,3,2_22,,1,,,,,
3,9,3,2_23,,1,,,,,
3,9,3,2_24,,1,,,,,
3,10,1,2_1,,1,,,,,
3,10,1,2_2,,1,,,,,
3,10,1,2_3,,1,,,,,
3,10,1,2_4,,1,,,,,
3,10,1,2_5,,1,,,,,
3,10,1,2_6,,1,,,,,
3,10,1,2_7,,1,,,,,
3,10,1,2_8,1,,,,,1,
3,10,1,2_9, ,1,,,,,
3,10,1,2_10,,1,,,,,
3,10,1,2_11,,1,,,,,
3,10,1,2_12,,1,,,,,
3,10,1,2_13,,1,,,,,
3,10,1,2_14,,1,,,,,
3,10,1,2_15,,1,,,,,
3,10,1,2_16,1,,,,,1,
3,10,1,2_17,,1,,,,,
3,10,1,2_18,,1,,,,,
3,10,1,2_19,1,,,,,1,
3,10,1,2_20,,1,,,,,
3,10,1,2_21,,1,,,,,
3,10,1,2_22,,1,,,,,
3,10,1,2_23,,1,,,,,
3,10,1,2_24,,1,,,,,
3,10,2,2_1,,1,,,,,
3,10,2,2_2,,1,,,,,
3,10,2,2_3,,1,,,,,
3,10,2,2_4,,1,,,,,
3,10,2,2_5,,1,,,,,
3,10,2,2_6,,1,,,,,
3,10,2,2_7,,1,,,,,
3,10,2,2_8,,1,,,,,
3,10,2,2_9,,1,,,,,
3,10,2,2_10,,1,,,,,
3,10,2,2_11,,1,,,,,
3,10,2,2_12,,1,,,,,
3,10,2,2_13,,1,,,,,
3,10,2,2_14,,1,,,,,
3,10,2,2_15,,1,,,,,
3,10,2,2_16,1,,,1,,,
3,10,2,2_17,,1,,,,,
3,10,2,2_18,,1,,,,,
3,10,2,2_19,,1,,,,,
3,10,2,2_20,,1,,,,,
3,10,2,2_21,,1,,,,,
3,10,2,2_22,1,,,,,1,
3,10,2,2_23,,1,,,,,
3,10,2,2_24,,1,,,,,
3,10,3,2_1,,1,,,,,
3,10,3,2_2,,1,,,,,
3,10,3,2_3,,1,,,,,
3,10,3,2_4,,1,,,,,
3,10,3,2_5,,1,,,,,
3,10,3,2_6,,1,,,,,
3,10,3,2_7,1,,,,,1,
3,10,3,2_8,1,,1,,,,
3,10,3,2_9,,1,,,,,
3,10,3,2_10,,1,,,,,
3,10,3,2_11,,1,,,,,
3,10,3,2_12,,1,,,,,
3,10,3,2_13,,1,,,,,
3,10,3,2_14,,1,,,,,
3,10,3,2_15,,1,,,,,
3,10,3,2_16,1,,1,,,,
3,10,3,2_17,,1,,,,,
3,10,3,2_18,1,,1,,,,
3,10,3,2_19,,1,,,,,
3,10,3,2_20,,1,,,,,
3,10,3,2_21,,1,,,,,
3,10,3,2_22,,1,,,,,
3,10,3,2_23,,1,,,,,
3,10,3,2_24,,1,,,,,
